loc_x,loc_y,minutes_remaining,shot_distance,shot_made_flag,shot_id
-177,25,7,17,0,4376
142,26,8,14,0,4377
133,172,9,21,0,4378
-200,41,8,20,0,4379
220,137,0,25,0,4380
-89,127,10,15,0,4381
0,0,4,0,1,4382
-41,219,5,22,1,4383
-111,57,4,12,0,4384
44,143,2,14,1,4385
-140,140,7,19,0,4386
1,197,9,19,0,4387
187,164,1,24,1,4388
-63,46,6,7,0,4389
-158,316,3,35,0,4390
0,0,4,0,1,4391
-1,218,4,21,1,4392
141,220,0,26,0,4393
-31,411,0,41,0,4394
95,189,9,21,0,4395
87,-16,2,8,1,4396
-10,7,7,1,1,4397
121,33,10,12,0,4398
-161,23,0,16,1,4399
0,0,2,0,0,4400
-153,53,3,16,0,4401
98,234,0,25,1,4402
0,0,10,0,0,4403
-82,202,7,21,0,4404
1,228,11,22,1,4405
0,0,6,0,1,4406
58,145,6,15,0,4407
0,0,4,0,1,4408
56,92,11,10,1,4409
99,255,10,27,1,4410
175,192,2,25,0,4411
10,6,4,1,0,4412
0,0,11,0,1,4413
32,85,0,9,0,4414
-54,210,8,21,1,4415
159,115,8,19,0,4416
-24,4,4,2,1,4417
-7,55,10,5,1,4418
64,86,2,10,0,4419
141,40,4,14,1,4420
46,31,2,5,0,4421
-163,127,8,20,1,4422
-3,132,4,13,1,4423
0,0,1,0,1,4424
132,120,7,17,1,4425
-243,100,4,26,0,4426
126,0,1,12,0,4427
-209,-6,5,20,1,4428
-41,171,8,17,0,4429
176,41,9,18,0,4430
130,156,7,20,0,4431
132,179,2,22,1,4432
-8,-10,5,1,1,4433
90,229,0,24,0,4434
144,222,0,26,0,4435
204,89,4,22,0,4436
146,153,4,21,0,4437
168,197,4,25,1,4438
-183,138,0,22,1,4439
-145,203,4,24,0,4440
135,54,6,14,0,4441
-72,38,1,8,0,4442
-157,192,1,24,0,4443
159,205,2,25,0,4444
-130,41,6,13,0,4445
29,20,4,3,0,4446
107,217,3,24,0,4447
0,0,4,0,1,4448
110,64,10,12,0,4449
-183,190,8,26,0,4450
-147,87,9,17,0,4451
17,22,5,2,1,4452
127,82,0,15,1,4453
67,150,6,16,1,4454
0,0,1,0,1,4455
0,-8,9,0,1,4456
0,0,7,0,0,4457
26,4,7,2,0,4458
0,0,8,0,0,4459
0,0,1,0,1,4460
-8,41,9,4,1,4461
79,149,10,16,1,4462
-46,63,5,7,1,4463
-29,74,1,7,1,4464
18,91,5,9,1,4465
-51,28,1,5,0,4466
7,120,2,12,1,4467
206,148,0,25,0,4468
59,166,3,17,1,4469
-141,-6,11,14,0,4470
-121,143,1,18,0,4471
-6,166,2,16,1,4472
0,0,3,0,1,4473
-106,-23,6,10,1,4474
146,141,1,20,1,4475
171,189,11,25,1,4476
2,112,5,11,0,4477
-162,4,11,16,0,4478
141,10,1,14,0,4479
-163,59,11,17,0,4480
120,104,9,15,1,4481
-15,9,7,1,1,4482
-73,51,6,8,0,4483
0,23,1,2,0,4484
64,247,3,25,0,4485
163,-14,4,16,0,4486
0,26,6,2,1,4487
-125,238,0,26,0,4488
154,137,7,20,1,4489
1,133,5,13,1,4490
0,0,0,0,1,4491
0,0,1,0,1,4492
113,118,5,16,0,4493
-130,216,4,25,0,4494
-24,213,4,21,1,4495
-153,23,2,15,1,4496
100,33,10,10,1,4497
1,1,1,0,1,4498
156,191,0,24,0,4499
0,0,3,0,1,4500
-87,220,6,23,0,4501
74,151,8,16,0,4502
1,229,7,22,1,4503
12,14,7,1,1,4504
17,19,1,2,0,4505
54,74,6,9,1,4506
10,68,9,6,0,4507
75,12,1,7,0,4508
0,0,0,0,1,4509
157,194,4,24,1,4510
20,14,7,2,0,4511
-168,-21,3,16,0,4512
-38,87,1,9,0,4513
27,60,10,6,1,4514
113,96,5,14,0,4515
-54,264,6,26,0,4516
176,187,0,25,1,4517
0,0,4,0,1,4518
-10,-3,3,1,0,4519
-67,160,10,17,0,4520
-48,173,3,17,1,4521
123,140,6,18,0,4522
9,25,0,2,0,4523
-128,137,7,18,1,4524
3,63,6,6,1,4525
-157,113,2,19,0,4526
121,109,2,16,0,4527
0,0,4,0,1,4528
102,172,11,19,1,4529
21,41,5,4,0,4530
-6,77,6,7,1,4531
21,153,1,15,1,4532
-112,189,4,21,1,4533
174,131,3,21,0,4534
0,0,11,0,0,4535
151,232,7,27,0,4536
108,128,0,16,1,4537
85,240,9,25,0,4538
-31,49,8,5,0,4539
108,56,9,12,0,4540
-122,143,8,18,0,4541
-127,236,3,26,0,4542
-122,17,8,12,0,4543
187,30,8,18,0,4544
138,166,10,21,1,4545
7,165,2,16,1,4546
0,0,7,0,1,4547
-67,139,9,15,0,4548
12,61,7,6,1,4549
-233,87,0,24,0,4550
112,220,5,24,0,4551
100,0,8,10,1,4552
10,17,10,1,0,4553
-2,-10,9,1,1,4554
-156,38,0,16,1,4555
-240,52,3,24,0,4556
0,0,5,0,1,4557
-3,43,0,4,1,4558
20,169,0,17,0,4559
-7,26,2,2,0,4560
105,30,10,10,1,4561
26,203,4,20,1,4562
0,0,3,0,0,4563
148,209,5,25,0,4564
8,-3,6,0,1,4565
110,94,5,14,1,4566
80,176,8,19,1,4567
171,228,3,28,0,4568
92,134,6,16,0,4569
-54,183,5,19,0,4570
34,248,2,25,1,4571
-31,150,6,15,0,4572
-172,227,3,28,0,4573
0,0,3,0,0,4574
-209,137,0,24,0,4575
44,500,0,50,0,4576
0,0,5,0,1,4577
-220,134,6,25,0,4578
48,178,11,18,0,4579
-212,-26,9,21,0,4580
-115,146,8,18,1,4581
50,85,5,9,0,4582
172,79,0,18,0,4583
133,0,10,13,1,4584
131,36,7,13,0,4585
21,41,5,4,1,4586
-126,224,9,25,0,4587
94,179,0,20,1,4588
149,-9,8,14,0,4589
-151,193,1,24,1,4590
-92,199,6,21,0,4591
69,133,1,14,0,4592
-52,51,1,7,1,4593
237,126,6,26,1,4594
-82,83,8,11,0,4595
-41,146,10,15,1,4596
0,-9,8,0,1,4597
0,0,8,0,0,4598
-120,136,5,18,0,4599
35,26,1,4,1,4600
-107,105,0,14,0,4601
-42,124,10,13,0,4602
-16,-8,3,1,0,4603
-123,178,10,21,0,4604
121,217,3,24,1,4605
81,50,4,9,0,4606
94,240,6,25,1,4607
-123,170,6,20,0,4608
-149,203,0,25,0,4609
225,110,10,25,1,4610
-122,231,0,26,0,4611
5,51,5,5,0,4612
73,19,6,7,0,4613
149,-23,3,15,1,4614
0,0,7,0,0,4615
-27,78,11,8,1,4616
-108,183,4,21,1,4617
-172,175,10,24,1,4618
0,0,4,0,0,4619
144,61,0,15,0,4620
-217,140,11,25,0,4621
-24,274,3,27,0,4622
-106,135,5,17,0,4623
125,152,1,19,0,4624
125,230,3,26,1,4625
162,112,7,19,0,4626
141,0,8,14,0,4627
1,16,3,1,1,4628
80,-26,9,8,0,4629
195,-13,9,19,1,4630
114,91,4,14,0,4631
56,164,3,17,0,4632
0,0,1,0,0,4633
-158,154,1,22,1,4634
-59,53,8,7,1,4635
-153,34,2,15,0,4636
69,145,4,16,1,4637
-210,145,7,25,1,4638
129,66,0,14,1,4639
10,66,4,6,1,4640
76,188,10,20,0,4641
-125,66,9,14,1,4642
47,7,2,4,0,4643
94,143,6,17,0,4644
-115,171,1,20,1,4645
0,0,4,0,0,4646
0,0,9,0,1,4647
149,174,3,22,1,4648
186,191,3,26,1,4649
56,0,9,5,1,4650
-101,48,2,11,1,4651
-38,20,10,4,1,4652
226,26,9,22,1,4653
190,155,4,24,1,4654
0,-2,1,0,1,4655
-3,86,10,8,1,4656
0,0,11,0,1,4657
8,115,2,11,0,4658
-122,148,5,19,1,4659
0,0,0,0,0,4660
-138,244,0,28,0,4661
165,30,11,16,0,4662
156,194,3,24,0,4663
0,0,7,0,1,4664
-97,156,6,18,0,4665
136,-10,3,13,1,4666
118,178,10,21,1,4667
0,0,4,0,0,4668
48,214,11,21,1,4669
-64,11,7,6,0,4670
50,173,0,18,0,4671
-60,82,5,10,0,4672
-159,204,5,25,0,4673
125,224,7,25,0,4674
172,-3,4,17,0,4675
105,240,1,26,1,4676
95,26,4,9,0,4677
0,0,8,0,0,4678
-212,137,8,25,0,4679
0,0,2,0,1,4680
21,50,4,5,0,4681
236,15,1,23,0,4682
135,20,2,13,0,4683
32,99,6,10,1,4684
-88,158,8,18,1,4685
0,0,3,0,1,4686
-106,11,10,10,0,4687
-160,208,2,26,0,4688
89,224,6,24,0,4689
141,-5,6,14,1,4690
0,0,11,0,1,4691
0,0,6,0,1,4692
-102,82,1,13,1,4693
186,-13,4,18,0,4694
212,148,10,25,1,4695
110,166,5,19,1,4696
174,195,4,26,1,4697
174,181,2,25,0,4698
-125,217,8,25,1,4699
49,118,6,12,0,4700
222,15,1,22,0,4701
-168,40,8,17,0,4702
141,151,7,20,0,4703
-87,109,5,13,0,4704
0,0,1,0,1,4705
0,0,1,0,0,4706
-209,135,1,24,0,4707
0,0,8,0,0,4708
96,144,6,17,1,4709
0,0,3,0,1,4710
-100,71,3,12,0,4711
-31,61,10,6,0,4712
-27,6,3,2,0,4713
0,0,10,0,1,4714
0,0,6,0,1,4715
0,0,10,0,0,4716
-101,19,3,10,0,4717
-64,250,0,25,0,4718
51,-2,5,5,1,4719
-149,375,0,40,0,4720
146,214,4,25,0,4721
0,0,2,0,1,4722
-10,5,10,1,1,4723
-146,-10,6,14,0,4724
110,217,8,24,0,4725
-190,186,2,26,1,4726
3,274,0,27,0,4727
0,0,4,0,0,4728
-125,113,5,16,0,4729
-148,209,2,25,1,4730
115,162,9,19,1,4731
136,66,11,15,0,4732
-122,137,6,18,1,4733
0,5,6,0,0,4734
-39,148,8,15,0,4735
49,116,0,12,0,4736
0,0,2,0,1,4737
-12,257,0,25,0,4738
-194,153,0,24,0,4739
161,207,2,26,0,4740
135,-9,0,13,0,4741
-202,82,0,21,1,4742
161,189,7,24,0,4743
-97,227,10,24,1,4744
-168,199,4,26,1,4745
0,0,1,0,1,4746
-144,225,5,26,0,4747
128,72,2,14,1,4748
86,89,7,12,1,4749
34,100,9,10,0,4750
9,247,4,24,1,4751
38,145,6,14,1,4752
-110,11,4,11,1,4753
-202,143,2,24,0,4754
136,212,10,25,0,4755
12,135,4,13,0,4756
-148,206,2,25,1,4757
0,0,5,0,1,4758
0,0,6,0,1,4759
0,0,4,0,1,4760
29,163,11,16,0,4761
-123,123,7,17,1,4762
-125,86,5,15,0,4763
-14,18,10,2,0,4764
88,187,10,20,1,4765
84,31,4,8,0,4766
146,86,0,16,1,4767
0,0,1,0,1,4768
-82,36,7,8,1,4769
-142,197,1,24,1,4770
-182,8,6,18,0,4771
0,0,7,0,1,4772
119,133,6,17,1,4773
-92,161,1,18,0,4774
58,254,2,26,0,4775
36,252,10,25,1,4776
-134,63,4,14,1,4777
117,141,1,18,0,4778
-145,206,4,25,0,4779
-7,111,5,11,1,4780
-172,74,5,18,0,4781
128,143,3,19,0,4782
16,57,9,5,0,4783
-181,178,2,25,0,4784
184,194,6,26,0,4785
-131,35,2,13,1,4786
-143,3,2,14,0,4787
72,178,11,19,0,4788
-196,145,2,24,0,4789
0,0,9,0,0,4790
125,271,1,29,0,4791
-75,231,8,24,0,4792
-36,57,5,6,0,4793
16,209,5,20,1,4794
-20,76,2,7,1,4795
-105,36,1,11,0,4796
0,0,5,0,1,4797
-148,2,10,14,0,4798
158,201,9,25,1,4799
171,177,7,24,0,4800
-122,23,3,12,0,4801
-51,3,1,5,0,4802
-18,4,11,1,0,4803
181,10,8,18,0,4804
8,12,2,1,1,4805
-3,173,8,17,0,4806
111,179,5,21,0,4807
228,100,1,24,1,4808
-109,171,1,20,1,4809
17,7,3,1,0,4810
20,6,8,2,1,4811
136,129,3,18,1,4812
127,76,0,14,1,4813
138,99,7,16,0,4814
-142,93,9,16,1,4815
140,151,4,20,0,4816
201,158,2,25,0,4817
167,97,11,19,0,4818
-61,89,7,10,0,4819
100,173,4,19,1,4820
-130,156,7,20,0,4821
0,0,3,0,0,4822
0,0,0,0,0,4823
141,204,4,24,1,4824
-149,137,8,20,0,4825
-75,41,7,8,0,4826
69,107,2,12,1,4827
0,0,2,0,1,4828
-105,151,1,18,0,4829
7,47,4,4,0,4830
170,206,0,26,0,4831
-161,55,1,17,0,4832
118,80,2,14,0,4833
9,48,9,4,0,4834
0,0,8,0,0,4835
212,79,11,22,0,4836
0,0,8,0,0,4837
75,171,11,18,0,4838
167,2,4,16,0,4839
128,160,11,20,1,4840
0,0,3,0,0,4841
200,146,4,24,0,4842
110,229,0,25,0,4843
112,155,0,19,1,4844
0,0,10,0,1,4845
-153,198,4,25,1,4846
0,0,3,0,0,4847
-19,249,4,24,0,4848
0,0,3,0,1,4849
10,61,4,6,0,4850
204,53,4,21,0,4851
136,117,11,17,0,4852
115,35,6,12,0,4853
-139,104,0,17,0,4854
0,0,2,0,1,4855
0,0,7,0,1,4856
-23,30,4,3,0,4857
130,74,5,14,1,4858
-8,-5,0,0,0,4859
-192,7,9,19,0,4860
0,0,11,0,0,4861
-148,76,1,16,0,4862
-37,186,5,18,0,4863
0,0,4,0,1,4864
15,2,9,1,1,4865
-119,227,6,25,0,4866
155,4,9,15,1,4867
0,0,8,0,0,4868
0,0,3,0,0,4869
-103,33,4,10,0,4870
230,15,2,23,1,4871
-116,86,1,14,0,4872
-128,127,3,18,1,4873
0,0,0,0,0,4874
-180,173,10,24,0,4875
130,242,0,27,0,4876
-105,36,4,11,1,4877
0,0,0,0,0,4878
-5,53,7,5,1,4879
133,210,7,24,0,4880
-13,51,5,5,0,4881
0,0,7,0,1,4882
-54,71,4,8,1,4883
-202,47,1,20,1,4884
1,42,2,4,0,4885
0,0,0,0,0,4886
144,154,11,21,1,4887
72,245,5,25,0,4888
69,25,2,7,1,4889
62,192,0,20,0,4890
0,0,6,0,1,4891
217,367,0,42,0,4892
0,0,10,0,1,4893
163,191,2,25,1,4894
164,68,9,17,1,4895
0,0,4,0,0,4896
-53,72,7,8,0,4897
67,159,11,17,0,4898
-11,247,11,24,0,4899
3,204,2,20,0,4900
82,191,9,20,1,4901
20,140,5,14,1,4902
-15,1,5,1,1,4903
-10,133,10,13,1,4904
15,250,5,25,0,4905
0,0,5,0,0,4906
121,-1,1,12,0,4907
-175,119,3,21,1,4908
174,-1,4,17,0,4909
-8,197,3,19,0,4910
95,28,4,9,1,4911
-157,0,10,15,0,4912
9,3,1,0,1,4913
-3,44,10,4,0,4914
179,158,0,23,1,4915
-183,23,11,18,0,4916
-141,12,9,14,1,4917
0,0,4,0,0,4918
-70,61,6,9,0,4919
-27,129,2,13,1,4920
0,0,2,0,1,4921
195,146,2,24,1,4922
0,225,1,22,0,4923
-27,34,6,4,1,4924
-2,64,2,6,1,4925
7,28,9,2,1,4926
0,0,2,0,0,4927
176,102,10,20,0,4928
141,227,2,26,0,4929
2,28,3,2,1,4930
-138,140,4,19,0,4931
-168,198,1,25,0,4932
0,0,2,0,1,4933
136,164,1,21,0,4934
225,-19,3,22,0,4935
131,248,11,28,0,4936
-97,-10,5,9,0,4937
-157,23,5,15,0,4938
172,-2,10,17,0,4939
-200,158,8,25,0,4940
-34,142,11,14,1,4941
0,0,8,0,1,4942
102,169,11,19,1,4943
-84,169,10,18,0,4944
151,69,4,16,0,4945
0,0,6,0,1,4946
-7,140,5,14,1,4947
-72,33,9,7,1,4948
0,0,10,0,1,4949
-54,153,3,16,0,4950
167,-1,2,16,0,4951
0,0,2,0,1,4952
3,26,3,2,1,4953
-57,64,7,8,1,4954
0,0,8,0,0,4955
-147,17,1,14,0,4956
121,110,8,16,1,4957
152,102,0,18,1,4958
-100,75,1,12,0,4959
-52,45,10,6,0,4960
17,17,5,2,1,4961
-164,196,10,25,0,4962
3,137,6,13,1,4963
-27,76,5,8,1,4964
-209,113,1,23,0,4965
-106,115,0,15,0,4966
209,124,8,24,0,4967
-174,201,6,26,1,4968
-171,197,5,26,1,4969
-23,61,10,6,0,4970
0,0,8,0,0,4971
116,167,3,20,1,4972
86,142,2,16,0,4973
-163,97,5,18,0,4974
153,213,3,26,0,4975
-115,64,7,13,1,4976
-184,104,0,21,0,4977
4,203,2,20,0,4978
141,217,1,25,1,4979
231,-2,0,23,0,4980
-111,3,5,11,0,4981
228,-8,5,22,0,4982
0,0,3,0,0,4983
-117,150,7,19,0,4984
0,0,1,0,0,4985
-49,276,2,28,0,4986
-202,49,9,20,0,4987
-132,658,0,67,0,4988
-48,179,1,18,0,4989
121,237,6,26,0,4990
230,-8,0,23,0,4991
105,242,6,26,0,4992
-86,257,0,27,1,4993
64,40,10,7,0,4994
18,151,11,15,0,4995
-6,61,6,6,0,4996
0,0,2,0,0,4997
149,194,0,24,1,4998
-85,82,11,11,0,4999
-20,3,8,2,1,5000
-127,156,9,20,0,5001
187,120,3,22,0,5002
0,0,5,0,0,5003
-157,192,8,24,0,5004
162,115,6,19,0,5005
87,89,6,12,0,5006
18,19,6,2,0,5007
0,0,0,0,1,5008
-29,68,0,7,1,5009
91,145,9,17,1,5010
-115,237,9,26,0,5011
169,117,4,20,1,5012
6,22,4,2,0,5013
0,0,8,0,1,5014
-18,47,11,5,0,5015
-146,47,6,15,1,5016
0,0,9,0,1,5017
7,-5,4,0,1,5018
17,6,1,1,0,5019
-153,194,5,24,1,5020
-143,224,3,26,0,5021
10,7,3,1,1,5022
-141,28,2,14,1,5023
-94,173,0,19,1,5024
113,235,1,26,0,5025
0,0,0,0,0,5026
-131,156,0,20,0,5027
-105,186,2,21,1,5028
121,4,1,12,1,5029
140,197,9,24,0,5030
-70,112,6,13,0,5031
161,26,8,16,0,5032
16,16,2,2,0,5033
-57,231,1,23,0,5034
-214,143,2,25,0,5035
58,151,9,16,0,5036
0,0,7,0,1,5037
-171,195,8,25,0,5038
-45,116,7,12,0,5039
-52,125,9,13,1,5040
-174,11,8,17,0,5041
163,-29,4,16,0,5042
-161,192,10,25,0,5043
0,0,1,0,1,5044
-92,225,9,24,0,5045
225,3,9,22,0,5046
177,178,3,25,1,5047
133,141,11,19,0,5048
143,125,11,18,0,5049
-59,199,10,20,1,5050
174,175,0,24,1,5051
0,0,3,0,0,5052
0,0,1,0,1,5053
-46,36,6,5,1,5054
149,61,10,16,0,5055
15,15,2,2,0,5056
0,0,9,0,1,5057
0,0,9,0,1,5058
115,121,11,16,1,5059
180,26,1,18,0,5060
-57,197,2,20,0,5061
0,127,5,12,0,5062
0,0,4,0,0,5063
16,263,5,26,0,5064
0,0,2,0,1,5065
72,198,3,21,0,5066
0,0,0,0,0,5067
9,12,4,1,1,5068
-194,22,8,19,0,5069
94,112,6,14,1,5070
-111,220,3,24,0,5071
0,0,0,0,1,5072
-156,191,1,24,0,5073
-16,11,6,1,1,5074
0,0,0,0,1,5075
100,108,7,14,0,5076
126,174,8,21,1,5077
198,170,8,26,0,5078
-82,5,11,8,0,5079
-6,87,7,8,1,5080
80,37,7,8,1,5081
-125,12,8,12,0,5082
0,0,10,0,1,5083
72,23,2,7,1,5084
213,164,9,26,0,5085
2,0,2,0,1,5086
119,11,10,11,0,5087
-134,144,9,19,1,5088
0,199,11,19,1,5089
0,0,7,0,1,5090
238,-26,2,23,1,5091
-112,-21,7,11,0,5092
112,79,5,13,1,5093
21,-11,7,2,1,5094
-172,179,5,24,1,5095
159,-19,9,16,1,5096
114,179,7,21,0,5097
164,-26,6,16,0,5098
0,0,8,0,1,5099
184,167,11,24,0,5100
0,0,7,0,1,5101
-51,44,0,6,1,5102
0,0,3,0,1,5103
-147,194,0,24,0,5104
16,1,7,1,1,5105
0,0,6,0,1,5106
-15,11,1,1,0,5107
117,61,9,13,0,5108
116,153,2,19,1,5109
0,0,5,0,0,5110
-217,82,8,23,0,5111
24,87,4,9,0,5112
59,45,8,7,1,5113
228,71,1,23,0,5114
121,44,10,12,0,5115
-161,191,11,24,0,5116
100,56,9,11,0,5117
0,0,8,0,1,5118
106,238,6,26,0,5119
132,239,0,27,0,5120
153,163,3,22,1,5121
-107,151,8,18,0,5122
116,173,6,20,1,5123
0,0,8,0,0,5124
77,152,6,17,0,5125
0,0,5,0,0,5126
-46,99,3,10,0,5127
0,0,7,0,0,5128
136,115,11,17,0,5129
0,0,8,0,1,5130
154,12,9,15,0,5131
0,0,11,0,1,5132
121,124,4,17,0,5133
103,48,8,11,0,5134
54,235,0,24,0,5135
24,66,7,7,0,5136
158,58,9,16,1,5137
29,59,4,6,1,5138
4,0,5,0,1,5139
179,169,3,24,0,5140
-10,-2,5,1,1,5141
70,78,6,10,0,5142
0,0,6,0,0,5143
-220,106,8,24,1,5144
18,396,0,39,0,5145
-8,250,0,25,0,5146
91,63,9,11,1,5147
0,0,0,0,1,5148
-57,69,9,8,1,5149
0,0,9,0,1,5150
-171,20,11,17,1,5151
0,0,6,0,0,5152
152,198,5,24,1,5153
102,97,10,14,0,5154
0,0,11,0,0,5155
-131,17,6,13,0,5156
23,34,4,4,1,5157
-36,244,5,24,1,5158
128,46,7,13,1,5159
-109,-10,10,10,0,5160
-3,268,2,26,0,5161
0,0,1,0,1,5162
-2,36,10,3,1,5163
0,0,2,0,1,5164
15,-1,2,1,0,5165
-119,7,7,11,0,5166
-205,74,0,21,0,5167
0,246,6,24,1,5168
152,14,8,15,0,5169
1,143,0,14,0,5170
217,149,5,26,0,5171
-149,-1,2,14,0,5172
-27,85,6,8,1,5173
117,138,10,18,0,5174
-5,26,7,2,1,5175
0,0,3,0,0,5176
0,0,2,0,0,5177
0,0,10,0,1,5178
3,196,11,19,0,5179
188,97,3,21,1,5180
-62,146,4,15,1,5181
-151,4,0,15,1,5182
0,0,0,0,1,5183
49,220,6,22,0,5184
-2,143,6,14,1,5185
-82,146,9,16,1,5186
-109,26,1,11,0,5187
-48,91,6,10,0,5188
95,128,0,15,1,5189
1,31,6,3,1,5190
-101,0,10,10,1,5191
211,146,4,25,1,5192
36,92,1,9,0,5193
0,0,1,0,1,5194
110,235,4,25,1,5195
36,95,8,10,0,5196
0,0,0,0,0,5197
125,245,4,27,1,5198
140,208,3,25,0,5199
0,0,1,0,1,5200
-56,57,4,7,1,5201
-25,36,5,4,1,5202
61,89,5,10,0,5203
77,11,7,7,1,5204
0,189,11,18,0,5205
169,-16,8,16,0,5206
-164,209,2,26,0,5207
23,124,3,12,0,5208
106,53,9,11,1,5209
-170,129,2,21,1,5210
176,2,8,17,0,5211
160,121,2,20,1,5212
-102,238,2,25,0,5213
87,133,0,15,1,5214
-12,48,0,4,1,5215
227,17,9,22,1,5216
-176,222,0,28,1,5217
0,0,8,0,0,5218
-2,0,6,0,1,5219
-85,169,2,18,0,5220
78,115,7,13,1,5221
32,176,7,17,0,5222
-159,229,0,27,1,5223
-146,207,4,25,1,5224
92,214,11,23,0,5225
0,0,6,0,1,5226
0,0,6,0,1,5227
-94,66,6,11,0,5228
-153,56,1,16,1,5229
189,43,9,19,1,5230
52,156,3,16,0,5231
6,3,1,0,1,5232
111,246,4,26,0,5233
42,19,5,4,0,5234
-155,208,3,25,1,5235
152,121,9,19,0,5236
108,-15,7,10,0,5237
97,56,6,11,0,5238
88,405,0,41,0,5239
153,143,0,20,0,5240
174,84,3,19,1,5241
142,184,0,23,0,5242
0,0,9,0,0,5243
-84,122,11,14,1,5244
166,115,4,20,0,5245
184,214,0,28,0,5246
-179,176,5,25,0,5247
-139,102,7,17,0,5248
-29,166,3,16,1,5249
135,74,1,15,0,5250
-108,153,4,18,0,5251
-171,7,1,17,1,5252
0,0,0,0,1,5253
-146,101,4,17,1,5254
133,131,6,18,0,5255
23,2,2,2,0,5256
149,-5,6,14,1,5257
13,-5,10,1,1,5258
-215,189,4,28,0,5259
0,0,6,0,0,5260
-172,167,6,23,0,5261
158,201,7,25,0,5262
130,15,9,13,0,5263
132,137,4,19,1,5264
-8,250,9,25,0,5265
0,0,9,0,1,5266
47,66,2,8,0,5267
47,17,9,4,1,5268
140,156,9,20,1,5269
-169,-8,5,16,0,5270
174,176,7,24,1,5271
5,38,3,3,0,5272
2,0,3,0,1,5273
0,0,0,0,1,5274
-186,194,1,26,1,5275
105,183,10,21,0,5276
-119,225,6,25,0,5277
80,214,10,22,1,5278
146,-3,6,14,1,5279
0,0,5,0,0,5280
24,18,3,3,1,5281
26,265,8,26,0,5282
-23,33,4,4,1,5283
0,0,3,0,0,5284
-13,181,3,18,0,5285
-100,164,7,19,1,5286
5,158,9,15,1,5287
0,0,1,0,0,5288
32,237,1,23,0,5289
222,105,1,24,1,5290
70,10,0,7,1,5291
-228,17,0,22,0,5292
0,0,8,0,0,5293
0,0,7,0,0,5294
-11,22,0,2,1,5295
0,0,0,0,1,5296
0,0,4,0,0,5297
0,0,10,0,1,5298
-112,194,10,22,0,5299
108,26,4,11,1,5300
-123,181,3,21,0,5301
149,31,9,15,0,5302
-134,76,2,15,1,5303
102,149,5,18,0,5304
129,220,1,25,0,5305
106,12,2,10,1,5306
-202,-3,8,20,1,5307
-64,46,10,7,1,5308
-124,-21,0,12,0,5309
166,198,10,25,1,5310
155,149,9,21,1,5311
166,187,4,25,0,5312
-2,30,1,3,1,5313
-100,67,3,12,1,5314
223,39,0,22,0,5315
72,28,0,7,1,5316
13,127,1,12,0,5317
-128,140,3,18,0,5318
0,0,2,0,0,5319
146,204,1,25,0,5320
0,0,10,0,1,5321
151,219,7,26,0,5322
-120,129,9,17,1,5323
-127,197,6,23,1,5324
-5,210,11,21,0,5325
-154,214,0,26,1,5326
18,247,8,24,0,5327
121,45,4,12,0,5328
142,34,3,14,0,5329
-161,17,2,16,1,5330
51,66,2,8,1,5331
0,0,7,0,0,5332
233,-1,3,23,0,5333
69,166,10,17,1,5334
-103,138,7,17,0,5335
-32,20,4,3,0,5336
24,47,0,5,0,5337
0,0,4,0,1,5338
-141,212,3,25,0,5339
-149,210,8,25,0,5340
-122,82,10,14,0,5341
-63,177,10,18,0,5342
163,242,0,29,0,5343
0,0,1,0,0,5344
0,0,7,0,0,5345
85,244,3,25,0,5346
54,222,9,22,0,5347
4,44,6,4,0,5348
-149,89,7,17,0,5349
126,171,0,21,0,5350
-54,123,2,13,0,5351
153,127,3,19,1,5352
67,25,9,7,1,5353
107,28,0,11,0,5354
10,247,0,24,0,5355
-235,41,10,23,1,5356
-176,105,9,20,0,5357
72,113,5,13,1,5358
-62,112,2,12,0,5359
-96,163,6,18,0,5360
230,9,8,23,0,5361
0,0,0,0,0,5362
0,190,11,19,0,5363
195,163,4,25,0,5364
-85,194,2,21,0,5365
47,116,1,12,0,5366
84,198,3,21,0,5367
172,-5,6,17,0,5368
-172,106,0,20,1,5369
-68,110,11,12,1,5370
-131,17,2,13,0,5371
-132,218,4,25,0,5372
20,121,2,12,1,5373
0,0,9,0,1,5374
-18,242,0,24,0,5375
64,49,11,8,1,5376
-27,56,5,6,1,5377
80,248,5,26,0,5378
-235,53,2,24,1,5379
-209,138,0,25,1,5380
-110,100,3,14,0,5381
43,168,1,17,1,5382
147,225,1,26,0,5383
62,32,6,6,0,5384
-35,156,4,15,0,5385
0,0,4,0,0,5386
-10,15,10,1,1,5387
153,-11,3,15,0,5388
110,22,0,11,0,5389
-43,45,1,6,1,5390
7,80,0,8,1,5391
105,252,3,27,0,5392
0,0,0,0,1,5393
0,0,6,0,1,5394
29,59,4,6,0,5395
73,112,8,13,0,5396
-136,22,6,13,0,5397
-151,19,7,15,0,5398
108,128,11,16,1,5399
-225,10,9,22,0,5400
-105,249,0,27,0,5401
14,146,9,14,0,5402
0,0,3,0,1,5403
-152,217,9,26,1,5404
-30,101,7,10,0,5405
-128,224,9,25,0,5406
-122,224,0,25,0,5407
-145,-8,5,14,1,5408
-35,19,1,3,0,5409
-201,156,5,25,0,5410
-169,83,5,18,1,5411
0,0,9,0,1,5412
-82,132,3,15,0,5413
142,171,5,22,0,5414
