text,category
"Millions buy MP3 players in US

One in 10 adult Americans - equivalent to 22 million people - owns an MP3 player, according to a survey.

A study by the Pew Internet and American Life Project found that MP3 players are the gadget of choice among affluent young Americans. The survey did not interview teenagers but it is likely that millions of under-18s also have MP3 players. The American love affair with digital music players has been made possible as more and more homes get broadband.

Of the 22 million Americans who own MP3 players, 59% are men compared to 41% of women. Those on high income - judged to be $75,000 (£39,000) or above - are four times more likely to have players than those earning less than $30, 000 ( £15,000). Broadband access plays a big part in ownership too. Almost a quarter of those with broadband at home have players, compared to 9% of those who have dial-up access. MP3 players are still the gadget of choice for younger adults. Almost one in five US citizens aged under 30 have one. This compares to 14% of those aged 30-39 and 14% of those aged 40-48. The influence of children also plays a part. Sixteen percent of parents living with children under 18 have digital players compared to 9% of those who don't. The ease of use and growth of music available on the net are the main factors for the upsurge in ownership, the survey found. People are beginning to use them as instruments of social activity - sharing songs and taking part in podcasting - the survey found. ""IPods and MP3 players are becoming a mainstream technology for consumers"" said Lee Rainie, director of the Pew Internet and American Life Project. ""More growth in the market is inevitable as new devices become available, as new players enter the market, and as new social uses for iPods/MP3 players become popular,"" he added.
",tech
"Ford gains from finance not cars

Ford, the US car company, reported higher fourth quarter and full-year profits on Thursday boosted by a buoyant period for its car loans unit.

Net income for 2004 was $3.5bn (£1.87bn) - up nearly $3bn from 2003 - while turnover rose $7.2bn to $170.8bn. In the fourth quarter alone Ford reported net income of $104m, compared with a loss of $793m a year ago. But its auto unit made a loss. Fourth quarter turnover was $44.7bn, compared to $45.9bn a year ago.

Though car and truck loan profits saved the day, Ford's auto unit made a pre-tax loss of $470m in the fourth quarter (compared to a profit of £13m in the year-ago period) and its US sales dipped 3.8%.

Yesterday General Motor's results also showed its finance unit was a strong contributor to profits. However, Ford is working hard to revitalise its product portfolio, unveiling the Fusion and Zephyr models at the International Motor Show in Detroit. It also brought out a number of new models in the second half of 2004. ""In 2004, our company gained momentum, delivering...more new products, and more innovative breakthroughs, such as the Escape Hybrid, the industry's first full-hybrid sport utility vehicle,"" said chairman and chief executive officer Bill Ford.""

""We also confronted operating challenges with our Jaguar brand and high industry marketing costs,"" he added. But Ford declined to provide guidance for first quarter 2005. It will do so at a presentation in New York on 26 January. In addition, the company said 2004 net income was affected by a fourth-quarter pre-tax charge taken to reduce the value of a receivable owed to Ford by Visteon, a former subsidiary. Recent new models introduced by Ford include the Ford Five Hundred and Mercury Montego sedans, the Ford Freestyle crossover, the Ford Mustang, the Land Rover LR3/Discovery, and Volvo S40 and V50 in North America and Europe. Total company vehicle unit sales in 2004 were 6,798,000, an increase of 62,000 units from 2003. Fourth-quarter vehicle unit sales totalled 1,751,000, a decline of 133,000 units. For the full year, Ford's worldwide automotive division earned a pre-tax profit of $850m, a $697m improvement from $153m a year ago.
",business
"Classy Henman makes winning start

Tim Henman opened his 2005 campaign with a 6-1 7-5 victory over Argentine David Nalbandian at the Kooyong Classic exhibition tournament on Wednesday.

The British number one will next play Roger Federer at the Australian Open warm-up event on Friday. The world number one beat Gaston Gaudio 5-7 6-1 6-4, before Andre Agassi saw off Chilean Olympic gold medalist Nicolas Massu 6-1 7-6 (7-4). Andy Roddick beat Ivan Ljubicic, who replaced Paradorn Srichaphan, 6-1 6-4. Henman made an impressive start to the year, only faltering against Nalbandian when serving for the match at 5-4. But the Briton regained his composure to win the next two games for only his second win in six matches against the Argentine. ""It's a great start to the year - just what I was looking for,"" Henman told his website. ""Over the years I've found David very difficult to play against.

""He returns serve very well and he's deceptively effective from the baseline, so sometimes it can be difficult to execute my gameplan well enough against him to get the right result. ""Beating somebody of his stature is always good for the confidence and it bodes well at the beginning of the year."" Henman also revealed the extent of the back problems he suffered in the off-season. ""I'm not the most flexible and at the end of the year I was pretty exhausted and wanted to have a couple of weeks where I didn't do anything,"" said Henman. ""When I started training again it really, really seized up. As much as I enjoyed the two weeks off I don't think it's so productive."" Federer dropped a tight first set against 2004 French Open champion Gaudio, but was content with his game. ""It was about getting used to the surface,"" he said.

""The conditions are much quicker than Doha, my timing was OK, but I could have served better. ""All in all I'm happy with the match, and I won it - that's a good sign. Now I have a day off and hopefully play better the next match."" Agassi was delighted with victory over Massu in his first match for over two months. ""I felt pretty good,"" said the American. ""I liked the way the match played out and, maybe excluding a few second serve returns, I felt like I was doing most things pretty darn well for the first match.""
",sport
"When invention turns to innovation

It is unlikely that future technological inventions are going to have the same kind of transformative impact that they did in the past.

When history takes a look back at great inventions like the car and transistor, they were defining technologies which ultimately changed people's lives substantially. But, says Nick Donofrio, senior vice-president of technology and manufacturing at IBM, it was not ""the thing"" itself that actually improved people's lives. It was all the social and cultural changes that the discovery or invention brought with it. The car brought about a crucial change to how people lived in cities, giving them the ability to move out into the suburbs, whilst having mobility and access. ""When we talk about innovation and creating real value in the 21st Century, we have to think more like this, but faster,"" Mr Donofrio told the BBC News website, after giving the Royal Academy of Engineering 2004 Hinton Lecture. ""The invention, discovery is likely not to have the same value as the transistor had or the automobile had. ""The equivalent of those things will be invented or discovered, but by themselves, they are just not going to able to generate real business value or wealth as these things did."" These are not altogether new ideas, and academics have been exploring how technologies impact wider society for years. But what it means for technology companies is that a new idea, method, or device, will have to have a different kind thinking behind it so that people see the value that innovative technology has for them.

We are in a different phase now when it comes to technology, argues Mr Donofrio, Industry Week's 2003 Technology Leader of the Year. The hype and over-promise is over and now technology leaders have to demonstrate that things work, make sense, make a difference and life gets better as a result.

""In the dotcom era, there was something that was jumping up in your face every five minutes. ""Somebody had a new thing that would awe you. You weren't quite sure that it did anything, you weren't quite sure if you needed it, you weren't quite sure if it had value for it, but it was cool."" But change and innovation in technology that people will see affecting their daily lives, he says, will come about slowly, subtlety, and in ways that will no longer be ""in your face"". It will creep in pervasively. Nanotechnologies will play a key part in this kind of pervasive environment in all sorts of ways, through new superconducting materials, to coatings, power, and memory storage. ""I am a very big believer in the evolution of this industry into a pervasive environment, in an incredible network infrastructure,"" says Mr Donofrio. Pervasive computing is where wireless computing rules, and where jewellery, clothes, and everyday objects become the interfaces instead of bulky wires, screens and keyboards. The net becomes a true network that is taken for granted and just there, like air. ""People will not have to do anything to stay connected. People will know their lives are just better,"" says Mr Donofrio. ""Trillions of devices will be connected to the net in ways people will not know."" Natural interfaces will develop, devices will shape your persona, and our technologically underused voices could be telling our jewellery to sort out the finances.

Ultimately, there will be, says Mr Donofrio, no value in being ""computer illiterate"". To some, it sounds like a technological world gone mad. To Mr Donofrio, it is a vision innovation that will happen. Behind this vision should be a rich robust network capability and ""deep computing"", says Mr Donofrio. Deep computing is the ability to perform lots of complex calculations on massive amounts of data, and integral to this concept is supercomputing. It has value, according to IBM, because it helps humans work out extremely complex problems to come up with valuable solutions, like how to refine millions of net search results, finding cures for diseases, or understanding of exactly how a gene or protein operates.

But pervasive computing presumably means having technologies that are aware of diversity of contexts, commands, and requirements of a diverse world. As computing and technologies become part of the environment, part of furniture, walls, and clothing, physical space becomes a more important consideration.

This is going to need a much broader range of skills and experience. ""I am confident that the SET [science, engineering and technology] industry is going to be short on skills,"" he says. ""If I am right about what innovation is, you need to be multidisciplinary and collaborative. ""Women tend to have those traits a lot better than men."" Eventually, women could win out in both life and physical sciences, he says. In the UK, a DTI-funded resource centre for women has set a target to have 40% representation on SET industry boards. IBM, according to Mr Donofrio, has 30%. ""Our goal is for our research team to become the preferred organisation for women in science and technology to begin their career."" The whole issue of global diversity is as much a business matter as it is a moral and social concern to Mr Donofrio. ""We believe in the whole issue of global diversity,"" he says. ""Our customers are diverse, our clients are diverse. They expect us to look like them. ""As more and more women or underrepresented minorities succeed into leadership positions, it becomes and imperative for us to constantly look like them.""
",tech
"Criminal probe on Citigroup deals

Traders at US banking giant Citigroup are facing a criminal investigation in Germany over a controversial bond deal.

The deal saw the sale of 11bn euros ($14.4bn; £7.6bn) of government bonds in a few minutes on 2 August, with 4bn euros-worth then bought back later. The move was widely criticised at the time, and now the German regulator has said it has found evidence of possible market manipulation. Citigroup said it would continue to co-operate fully with the authorities. ""We are disappointed that the BaFin has referred to the prosecutor the question of whether action should be brought against individuals involved,"" Citigroup said. If the traders are found guilty, they could face a five-year jail term or a fine, Reuters reported BaFin as saying. However, under German criminal law, prosecutors cannot pursue Citigroup itself.

Germany's financial watchdog BaFin told BBC News it had now transferred the investigation to the public prosecutor. ""I can confirm that BaFin has passed through the case to the public prosecutor,"" a BaFin spokeswoman said. ""It is now a criminal investigation."" ""We found clues of possible market manipulation,"" the spokeswoman said, which included signs of linked bond trading ahead of the main trades on 2 August. ""Germany's Securities Trading Act says that if BaFin finds such clues, it has to put the case in the hands of the prosecutor."" Regulatory investigations are still going on in France, the UK and elsewhere. Some Citigroup operations elsewhere in the world came under regulatory criticism in 2004. Its private banking operation in Japan was closed down by regulators in Tokyo after an ""aggressive sales culture"" led the bank to flout anti-money laundering rules.
",business
"Boeing unveils new 777 aircraft

US aircraft firm Boeing has unveiled its new long-distance 777 plane, as it tries to regain its position as the industry's leading manufacturer.

The 777-200LR will be capable of flying almost 11,000 miles non-stop, linking cities such as London and Sydney. Boeing, in contrast to European rival Airbus, hopes airlines will want to fly smaller aircraft over longer distances. Airbus, which overtook Boeing as the number one civilian planemaker in 2003, is focusing on so-called super jumbos.

Analysts are divided over which approach is best and say that this latest tussle between Boeing and Airbus may prove to be a defining moment for the airline industry. Boeing plans to offer twin-engine planes that are able to fly direct to many of the world's airports, getting rid of the need for connecting flights.

It is banking on smaller, slimmer planes such as the 777-200LR and its much-anticipated 787 Dreamliner plane, which is set to take to the skies in 2008. The 777-200LR, which had its launch delayed by the 11 September attacks in the US, is the fifth variation of Boeing's twin-aisle 777 plane. The company offically ""rolled-out"" the new 777 in Seattle at 2200 GMT. Better fuel efficiency from engines made by GE and lighter materials mean that the plane can connect almost any two cities worldwide.

""Boeing has the latest variant in a very successful line of airplanes and there is no doubt it will continue to be very successful,"" said David Learmount, operations and safety editor at industry magazine Flight International. But the 777-200LR ""is a niche player"", Mr Learmount continued, adding that reach was not the only criteria airlines used when picking their aircraft. Mr Learmount pointed out that the 777-200LR has been on the market for a couple of years and only had limited success at attracting orders. He also said that while the plane may be able to fly to Sydney from London in one hit, prevailing winds meant that it would have to stop somewhere on the return journey.

For Airbus, the future is big - it is pinning its hopes on planes that can carry as many as 840 people between large hub airports. From there, passengers would be ferried to their final destinations by smaller planes. Airbus is also keeping its options open and plans to compete in all the main categories of aircraft. It has been producing a rival to Boeing's 777 line for more than a year. ""Airbus is now where Boeing was a few years ago"" with its product range, said Flight International's Mr Learmount.

Both Boeing and Airbus have been taking orders for their new planes. Boeing said it expected to sell about 500 of its 777-200LR planes over the next 20 years. It already has orders from Pakistan International Airlines and EVA of Taiwan. These orders should help underpin the company's profits. Boeing said earnings during the last three months of 2004 dropped by 84% because of costs relating to stopping production of its smallest airliner, the 717, and the cancellation of a US air force 767 tanker contract. Net profit was $186m (£98m; 143m euros) in the quarter, compared with $1.13bn in the same period in 2003.
",business
"Peer-to-peer nets 'here to stay'

Peer-to-peer (P2P) networks are here to stay, and are on the verge of being exploited by commercial media firms, says a panel of industry experts.

Once several high-profile legal cases against file-sharers are resolved this year, firms will be very keen to try and make money from P2P technology. The expert panel probed the future of P2P at the Consumer Electronics Show in Las Vegas earlier in January. The first convictions for P2P piracy were handed out in the US in January. William Trowbridge and Michael Chicoine pleaded guilty to charges that they infringed copyright by illegally sharing music, movies and software. Since the first successful file-sharing network Napster was forced to close down, the entertainment industry has been nervous and critical of P2P technology, blaming it for falling sales and piracy. But that is going to change very soon, according to the panel.

The music and film industries have started some big legal cases against owners of legitimate P2P networks - which are not illegal in themselves - and of individuals accused of distributing pirated content over networks. But they have slowly realised that P2P is a good way to distribute content, said Travis Kalanick, founder and chairman of P2P network Red Swoosh, and soon they are all going to want a slice of it. They are just waiting to come up with ""business models"" that work for them, which includes digital rights management and copy-protection standards.

But, until the legal actions are resolved, experimentation with P2P cannot not happen, said Michael Weiss, president of StreamCast Networks. Remembering the furore around VCRs when they first came out, Mr Weiss said: ""Old media always tries to stop new media. ""When they can't stop it, they try to control it. Then they figure out how to make money and they always make a lot of money."" Once the courts decided that the VCR in itself was not an illegal technology, the film studios turned it into an extremely lucrative business. In August 2004, the San Francisco-based US Court of Appeals ruled in favour of Grokster and StreamCast, two file-sharing networks. The court said they were essentially in the same position that Sony was in the 1980s VCR battle, and said that the networks themselves could not be deemed as illegal.

P2P networks usually do not rely on dedicated servers for the transfer of files. Instead it uses direct connections between computers - or clients. There are now many different types of P2P systems than work in different ways. P2P nets can be used to share any kind of file, like photos, free software, licensed music and any other digital content. The BBC has already decided to embrace the technology. It aims to offer most of its own programmes for download this year and it will use P2P technology to distribute them. The files would be locked seven days after a programme aired making rights management easier to control. But the technology is still demonised and misunderstood by many. The global entertainment industry says more than 2.6 billion copyrighted music files are downloaded every month, and about half a million films are downloaded a day. Legal music download services, like Apple iTunes, Napster, have rushed into the music marketplace to try and lure file-sharers away from free content. Sales of legally-downloaded songs grew tenfold in 2004, with 200 million tracks bought online in the US and Europe in 12 months, the IFPI reported this week. But such download services are very different from P2P networks, not least because of the financial aspect.

There are several money-spinning models that could turn P2P into a golden egg for commercial entertainment companies. Paid-for-pass-along, in which firms receive money each time a file is shared, along with various DRM solutions and advertiser-based options are all being considered. ""We see there are going to be different models for commoditising P2P,"" said Marc Morgenstern, vice president of anti-piracy firm Overpeer.

""Consumers are hungry for it and we will discover new models together,"" agreed Mr Morgenstern. But many net users will continue to ignore the entertainment industry's potential controlling grip on content and P2P technology by continuing to use it for their own creations. Unsigned bands, for example, use P2P networks to distribute their music effectively, which also draws the attention of record companies looking for new artists to sign. ""Increasingly, what you are seeing on P2P is consumer-created content,"" said Derek Broes, from Microsoft. ""They will probably pay an increasing role in helping P2P spread,"" he said. Looking into P2P's future, file sharing is just the beginning for P2P networks, as far as Mr Broes is concerned. ""Once some of these issues are resolved, you are going to see aggressive movement to protect content, but also in ways that are unimaginable now,"" he said. ""File-sharing is the tip of the iceberg.""
",tech
"Holmes is hit by hamstring injury

Kelly Holmes has been forced out of this weekend's European Indoor Athletics Championships after picking up a hamstring injury during training.

The double Olympic champion said: ""I am very disappointed that I have been forced to withdraw. ""I can hardly walk at the moment and I won't be able to do any running for two or three weeks although I'll be keeping fit as best I can."" Holmes will have now have intensive treatment in South Africa.

The 34-year-old made a cautious start to the season but looked back to her best when she stormed to the 1,000m title at the Birmingham Grand Prix 10 days ago. After that race and more progress in training, Holmes revealed she had decided to compete at the European Indoors before her plans were wrecked last weekend. ""On Saturday night I pulled my hamstring running the last bend on my final 200m of the night,"" said Holmes. ""I was going really, really well when I felt a massive spasm in my left leg and my hamstring blew. ""I saw the doctor here and he has said it is not serious but it's frustrating missing Madrid when I knew I was in great shape."" Holmes has now been advised by her coach Margot Jennings not to rush back into training and it is unlikely she will compete again until the summer. Helen Clitheroe now goes to Madrid as the only British competitor in the women's 1500m while there will be no representative in the 800m.
",sport
"Virus poses as Christmas e-mail

Security firms are warning about a Windows virus disguising itself as an electronic Christmas card.

The Zafi.D virus translates the Christmas greeting on its subject line into the language of the person receiving infected e-mail. Anti-virus firms speculate that this multilingual ability is helping the malicious program spread widely online. Anti-virus firm Sophos said that 10% of the e-mail currently on the net was infected with the Zafi virus.

Like many other Windows viruses, Zafi-D plunders Microsoft Outlook for e-mail addresses and then uses mail-sending software to despatch itself across the web to new victims. To be infected users must open up the attachment travelling with the message which bears the code for the malicious bug. The attachment on the e-mail poses as an electronic Christmas card but anyone opening it will simply get a crude image of two smiley faces.

The virus' subject line says ""Merry Christmas"" and translates this into one of 15 languages depending of the final suffix of the e-mail address the infected message has been sent to. The message in the body of the e-mail reads: ""Happy Holidays"" and this too is translated. On infected machines the virus tries to disable anti-virus and firewall software and opens up a backdoor on the PC to hand over control to the writer of the virus. The virus is thought to have spread most widely in South America, Italy, Spain, Bulgaria and Hungary. The original Zafi virus appeared in April this year. ""We have seen these hoaxes for several Christmases already, and personally I prefer traditional pen and paper cards, and we recommend this to all our clients too,"" said Mikko Hypponen, who heads F-Secure's anti-virus team.
",tech
"Profits stall at China's Lenovo

Profits at Chinese computer firm Lenovo have stood still amid slowing demand at home and stiffening competition.

The firm is in the international spotlight after last year signing a deal to buy the PC division of personal computer pioneer IBM. Lenovo's profit for the three months to December was HK$327m (US$42m; £22m), less than 1% up on the year before. Chinese PC sales have risen by a fifth in each of the past two years, but are now growing more slowly. The company is still by far the biggest player in China, with more than a quarter of the market. But Western firms such as Dell and Hewlett-Packard are also mounting a more solid fight for market share in China, and Lenovo's sales were down 3.7% by revenue to HK$6.31bn.

If the $1.75bn agreement Lenovo signed with IBM on 8 December goes through, it will mark the end of an era. IBM pioneered the desktop PC market in the early 1980s, although strategic mis-steps helped lose it its early dominance. In any case, margins in PC market are now wafer thin, and profits have been hard to come by for most vendors except direct-sales giant Dell. But investors have been less than impressed with Lenovo's move, designed to take it out of China and further onto the world stage. Its shares are down 20% since the announcement two months ago, largely because of the unprofitability of the unit it is buying. There have been rumours that the deal could be in trouble because US government agencies fear it could offer China opportunities for industrial espionage. The reports of the possibility of an investigation into the risk sent Lenovo's shares up 6% in late January.
",business
"Italy 8-38 Wales

Wales secured their first away win in the RBS Six Nations for nearly four years with a six-try victory in Rome.

Tries from Jonathan Thomas, Tom Shanklin and Martyn Williams gave the visitors a 19-5 half-time advantage. Luciano Orquera did reply with one for Italy but second-half efforts from Brent Cockbain, Shane Williams and Robert Sidoli sealed victory. Fly-half Stephen Jones added four conversions as Wales maintained their superb start to this year's tournament. Starting full of confidence after their victory over England, the visitors scored the opening try after just four minutes. Diminutive wing Shane Williams fielded a kick ahead and danced past the onrushing Andrea Masi and Aaron Persico into the Italian half. His pass to Tom Shanklin appeared forward but when the centre was held up short, the ball was switched left and Michael Owen's long cut-out pass gave the lurking Thomas an easy run-in.

Stephen Jones, who retained the kicking duties despite Gavin Henson's heroics against England, slotted an excellent conversion from wide out. Wales twice threatened further scores but failed to find the crucial pass, and Italy hit back out of the blue in the 11th minute.

Henson, sporting gold boots rather than the silver variety that did for England, beat two players with ease out on the left touchline. But his attempted chip ahead was charged down by Orquera, who snaffled the loose ball and hared away from halfway to score in the right corner. With the Welsh line-out stuttering and Italy twice turning the visitors' scrum, the home side's forward power brought them back into it. But a clever high kick from Henson almost brought a try for Hal Luscombe when Roland de Marigny and Ludovico Nitoglia made a hash of claiming it as the ball bounced into touch.

Wales regained control with a second try in the 21st minute, Henson lobbing up a high kick to the left corner where Shanklin jumped higher than Nitoglia to dot down his 15th Test try. Jones was unable to convert and De Marigny then hit the upright with a penalty attempt for Italy. Henson was also narrowly short with a long-range effort at goal, but Wales ended the half with a vital third score to give themselves some breathing space.

Henson sent Luscombe streaking away and when he off-loaded to Martyn Williams, the flanker showed his nous to ground the ball against the padding of the post, Jones adding the conversion. Italy, who lost flanker Mauro Bergamasco with a head knock before half-time, built up a head of steam on the resumption. De Marigny landed a penalty to make it 19-8 and a Nitoglia break through the middle threatened a try only for the move to break down with a knock-on. But Wales put the outcome beyond doubt with two superb tries in four minutes before the hour. Their fourth after 53 minutes was sparked by another mazy run from Shane Williams, who beat several players with ease, and finished with a powerful angled run from lock Cockbain. Before Italy could recover from that blow, a strong surge from Gareth Thomas and great off-loads from Martyn Williams and replacement Kevin Morgan saw Shane Williams scamper over.

With Jones converting both for a 33-8 lead, Wales had the luxury of sending on five more replacements for the final quarter. The icing on the cake came with a sixth try after more superb support work, Shane Williams and Ceri Sweeney combining to send Sidoli over in the left corner. The only downside for Wales was a hamstring injury suffered by Luscombe. But after back-to-back wins at the start of the tournament for the first time in 11 years, they will travel to Paris in a fortnight looking like genuine contenders.

R de Marigny; Mirco Bergamasco, W Pozzebon, A Masi, L Nitoglia; L Orquera, A Troncon; A Lo Cicero, F Ongaro, M Castrogiovanni, S Dellape, M Bortolami (capt), A Persico, Mauro Bergamasco, S Parisse.

G Intoppa, S Perugini, CA del Fava, D dal Maso, P Griffen, M Barbini, KP Robertson.

G Thomas (capt); H Luscombe, T Shanklin, G Henson, S Williams; S Jones, D Peel; G Jenkins, M Davies, A Jones; B Cockbain, R Sidoli; J Thomas, M Williams, M Owen.

R McBryde, J Yapp, I Gough, R Sowden-Taylor, G Cooper, C Sweeney, K Morgan.

Andrew Cole (Australia).
",sport
"Steady job growth continues in US

The US created fewer jobs than expected in December, but analysts said that the dip in hiring was not enough to derail the world's biggest economy.

According to Labor Department figures, 157,000 new jobs were added last month. That took 2004's total to 2.2 million, the best showing in five years. Job creation was one of last year's main concerns for the US economy. While worries still remain, the conditions are set for steady growth in 2005, analysts said. The unemployment rate stayed at 5.4% in December, and about 200,000 jobs will need to be created each month if that figure is to drop.

""It was a respectable report,"" said Michael Moran, analyst at Daiwa Securities.

""Payroll growth in December was a little lighter than the consensus forecast, but we had upward revisions to the prior two months and an increase in manufacturing employment."" ""Manufacturing is a cyclical area of the economy and if it's showing job growth, it's a good indication that the economy is on a solid growth track."" That means that the Federal Reserve is likely to continue its policy of raising interest rates. The Fed lifted borrowing costs five times last year to 2.25%, citing evidence the US economic recovery was becoming more robust.

Job creation was one of last year's main concerns for the US economy, and proved to be a main topic of debate in the US presidential election. While demand for workers is far from booming, the conditions are set for steady growth. ""Overall, compared to the previous year it looks great, it just keeps going stronger and stronger and I expect that to be the case"" in 2005, said Kurt Karl, economist at Swiss Re in New York. Meanwhile, economists cautioned against reading too much into data from the Federal Reserve showing an unexpected $8.7bn drop in consumer debt in November. A fall in consumer spending, which makes up about two-thirds of all US economic activity, could help limit the extent of any future interest rate rises. But economists said there could be a number of reasons for a fall in the borrowing, which include credit cards and personal loans, while noting that such figures can vary on a month-to-month basis.
",business
"WRU proposes season overhaul

The Welsh Rugby Union wants to restructure the Northern Hemisphere season into four separate blocks.

The season would start with the Celtic League in October, followed by the Heineken Cup in February and March, and the Six Nations moved to April and May. After a nine week break, the WRU then proposes a two-month period of away and home international matches. WRU chairman David Pickering said the structure would end problems of player availability for club and country. He added: ""We feel sure that spectator interest would respond to the impetus of high intensity rugby being played continuously rather than the fragmented timetable currently in operation. ""Equally, we suspect that the sponsors would prefer the sustained interest in a continuous tournament and hopefully, the broadcasters would also enjoy increased exposure."" Moving the Six Nations from its traditional February beginning should also ensure better weather conditions and ""stimulate greater interest in the games and generally provide increased skills and competition and attract greater spectator viewing"", Pickering argued. The plan will be put before the International Rugby Board next month, where four other plans drawn up by independent consultants for a global integrated season will also be discussed. Pickering added: ""It's very early days and there are a number of caveats associated with it - not least the revenue from the broadcasters, which is extremely important. ""We've got a good plan and one which should be judged on its merits.""
",sport
"Court mulls file-sharing future

Judges at the US Supreme Court have been hearing evidence for and against file-sharing networks.

The court will decide whether producers of file-sharing software can ultimately be held responsible for copyright infringement. They questioned if opening the way for the entertainment industry to sue file-sharers could deter innovation. They also said that file-trading firms had some responsibility for inducing people to piracy.

The lawsuit, brought by 28 of the world's largest entertainment firms, has raged for several years. Legal experts agree that if the Supreme Court finds in favour of the music and movie industry they would be able to sue file-trading firms into bankruptcy. But if the judge rules that Grokster and Morpheus - the file-sharers at the centre of the case - are merely providers of technology that can have legitimate as well as illegitimate uses, then the music and movie industry would be forced to abandon its pursuit of file-sharing providers. Instead, they would have to pursue individuals who use peer-to-peer networks to get their hands on free music and movies. The hi-tech and entertainment industries have been divided on the issue. Intel filed a document with the Supreme Court earlier this month in defence of Grokster and others, despite misgivings about some aspects of the file-sharing community. It summed up the attitude of many tech firms in its submission which states that its products ""are essentially tools, that like any other tools, capable of being used by consumers and businesses for unlawful purposes"".

Asking firms to second-guess the uses that its technologies would be put to, and to build in ways of preventing illegitimate use, would stifle innovation, it said. The Electronic Frontier Foundation, a civil rights watchdog, is also defending StreamCast Networks, the company behind the Morpheus file-sharing software. The case raises a question of critical importance at the border between copyright and innovation, it said. It cites, as do many, the landmark ruling in 1984 which found that Sony should not be held responsible for the fact that its Betamax video recorder could be used for piracy. Defenders remain optimistic that the judges will rule in favour of the peer-to-peer networks, upholding the precedent set by the Sony Betamax case. A small band of supporters were outside the court as the lawyers entered, wearing ""Save Betamax"" t-shirts. ""The Betamax principles stand as the Magna Carta for the technology industry and are responsible for the explosion in innovation that has occurred in the US over the past 20 years,"" said Gary Shapiro, chief executive of the Consumer Electronics Association. Supreme Court Justice Stephen Breyer said that inventions from printing to Apple's iPod could be used to illegally duplicate copyrighted materials but had, on balance, been beneficial to society. He said that while file-trading software can be used to illegally trade movies and music, conceptually the technology had ""some really excellent uses"".

Based on Tuesday's hearing it seems unlikely that the Betamax ruling will be overturned but file-sharing firms might still be held responsible for encouraging or inducing piracy. Grokster's lawyer argued that the company should be judged by its current behaviour rather than what it did when it first set up. But this argument was dismissed as ""ridiculous"" by Justice David Souter. CEA boss Mr Shapiro thinks the case is the most important that the Supreme Court will hear this year. ""It's about preserving America's proud history of technological innovation and protecting the ability of consumers to access and utilise technology,"" he said. The case has already been heard by two lower courts and both found in favour of the peer-to-peer networks. They ruled that despite being used to distribute millions of illegal songs, file-sharing could also be used to cheaply distribute software, government documents and promotional copies of music.
",tech
"Pandas benefit from wireless net

The world's dwindling panda population is getting a helping hand from a wireless internet network.

The Wolong Nature Reserve in the Sichuan Province of southwest China is home to 20% of the remaining 1,500 giant pandas in the world. A broadband and wireless network installed on the reserve has allowed staff to chronicle the pandas' daily activities. The data and images can be shared with colleagues around the world. The reserve conducts vital research on both panda breeding and bamboo ecology.

Using the network, vets have been able to observe how infant pandas feed and suggest changes to improve the tiny cubs' chances of survival.

""Digital technology has transformed the way we communicate and share information inside Wolong and with the rest of the world,"" said Zhang Hemin, director of the Wolong Nature Reserve. ""Our researchers now have state-of-the-art digital technology to help foster the panda population and manage our precious surroundings."" The network has been developed by Intel, working closely with the staff at Wolong. It includes a 802.11b wireless network and a video monitoring system using five cameras to observe pandas around the clock.

Before the new infrastructure arrived at the panda park, staff walked or drove to deliver floppy disks across the reserve. Infant panda health was recorded on paper notebooks and research teams in the field had little access to the data. To foster cultural links across the globe, a children's learning lab has been incorporated in the network, in collaboration with Globio (Federation for Global Biodiversity Education for Children), an international non-profit organisation. It will enable children at local primary schools to hook up with their peers in Portland, Oregon in the US. ""Digital technology brings this story to life by enabling a global dialogue to help bridge cultures around the world,"" said Globio founder Gerry Ellis.
",tech
