id,target
2998,19
2999,24
3000,11
3001,24
3002,14
3003,7
3004,5
3005,19
3006,24
3007,25
3008,12
3009,30
3010,1
3011,25
3012,24
3013,17
3014,1
3015,4
3016,20
3017,1
3018,18
3019,18
3020,6
3021,3
3022,21
3023,7
3024,28
3025,0
3026,18
3027,13
3028,22
3029,11
3030,2
3031,3
3032,18
3033,24
3034,11
3035,16
3036,17
3037,22
3038,24
3039,7
3040,28
3041,23
3042,12
3043,2
3044,31
3045,9
3046,19
3047,5
3048,16
3049,5
3050,5
3051,27
3052,21
3053,24
3054,14
3055,30
3056,28
3057,17
3058,9
3059,18
3060,7
3061,1
3062,18
3063,27
3064,22
3065,0
3066,4
3067,22
3068,12
3069,19
3070,25
3071,24
3072,18
3073,8
3074,0
3075,16
3076,3
3077,18
3078,1
3079,5
3080,24
3081,24
3082,11
3083,25
3084,5
3085,13
3086,13
3087,24
3088,5
3089,16
3090,6
3091,4
3092,30
3093,28
3094,26
3095,24
3096,2
3097,1
3098,14
3099,23
3100,30
3101,7
3102,4
3103,10
3104,24
3105,24
3106,26
3107,0
3108,21
3109,23
3110,14
3111,11
3112,21
3113,23
3114,28
3115,24
3116,21
3117,1
3118,1
3119,30
3120,29
3121,25
3122,6
3123,5
3124,9
3125,30
3126,6
3127,14
3128,23
3129,21
3130,14
3131,12
3132,20
3133,10
3134,24
3135,30
3136,7
3137,23
3138,18
3139,18
3140,23
3141,5
3142,19
3143,19
3144,4
3145,0
3146,16
3147,27
3148,4
3149,4
3150,11
3151,3
3152,29
3153,5
3154,16
3155,18
3156,0
3157,0
3158,25
3159,19
3160,24
3161,27
3162,4
3163,26
3164,25
3165,20
3166,30
3167,31
3168,2
3169,19
3170,14
3171,5
3172,18
3173,8
3174,19
3175,18
3176,26
3177,15
3178,14
3179,27
3180,28
3181,8
3182,19
3183,23
3184,5
3185,30
3186,4
3187,4
3188,5
3189,27
3190,21
3191,6
3192,14
3193,0
3194,4
3195,28
3196,10
3197,6
3198,4
3199,26
3200,30
3201,19
3202,16
3203,4
3204,16
3205,27
3206,1
3207,12
3208,23
3209,30
3210,28
3211,20
3212,31
3213,4
3214,26
3215,24
3216,13
3217,3
3218,15
3219,12
3220,18
3221,24
3222,8
3223,14
3224,24
3225,30
3226,16
3227,24
3228,11
3229,28
3230,27
3231,24
3232,13
3233,16
3234,3
3235,10
3236,20
3237,17
3238,12
3239,8
3240,16
3241,26
3242,9
3243,14
3244,10
3245,5
3246,4
3247,18
3248,22
3249,13
3250,21
3251,25
3252,27
3253,7
3254,10
3255,11
3256,10
3257,8
3258,0
3259,30
3260,18
3261,14
3262,4
3263,5
3264,16
3265,19
3266,1
3267,18
3268,1
3269,4
3270,21
3271,5
3272,27
3273,8
3274,29
3275,28
3276,1
3277,5
3278,21
3279,9
3280,8
3281,31
3282,1
3283,29
3284,27
3285,21
3286,19
3287,10
3288,6
3289,27
3290,27
3291,3
3292,10
3293,7
3294,3
3295,7
3296,28
3297,21
3298,3
3299,12
3300,11
3301,30
3302,27
3303,7
3304,12
3305,5
3306,12
3307,15
3308,26
3309,1
3310,11
3311,26
3312,13
3313,31
3314,8
3315,23
3316,0
3317,13
3318,13
3319,21
3320,19
3321,18
3322,0
3323,1
3324,0
3325,29
3326,20
3327,18
3328,8
3329,31
3330,0
3331,1
3332,3
3333,3
3334,19
3335,13
3336,26
3337,18
3338,1
3339,26
3340,21
3341,12
3342,10
3343,9
3344,16
3345,30
3346,23
3347,11
3348,0
3349,29
3350,17
3351,25
3352,7
3353,0
3354,21
3355,1
3356,10
3357,14
3358,19
3359,4
3360,4
3361,26
3362,1
3363,21
3364,22
3365,8
3366,10
3367,2
3368,24
3369,1
3370,7
3371,6
3372,6
3373,11
3374,30
3375,7
3376,7
3377,13
3378,16
3379,27
3380,0
3381,18
3382,5
3383,8
3384,0
3385,7
3386,0
3387,30
3388,13
3389,3
3390,4
3391,0
3392,16
3393,14
3394,21
3395,7
3396,6
3397,13
3398,31
3399,25
3400,9
3401,24
3402,11
3403,10
3404,18
3405,24
3406,4
3407,26
3408,31
3409,25
3410,7
3411,11
3412,0
3413,3
3414,30
3415,30
3416,11
3417,27
3418,19
3419,26
3420,18
3421,13
3422,30
3423,21
3424,0
3425,27
3426,14
3427,3
3428,8
3429,2
3430,25
3431,1
3432,31
3433,3
3434,0
3435,18
3436,1
3437,12
3438,8
3439,3
3440,25
3441,12
3442,11
3443,8
3444,5
3445,18
3446,5
3447,6
3448,7
3449,5
3450,31
3451,11
3452,3
3453,13
3454,14
3455,10
3456,22
3457,28
3458,16
3459,3
3460,24
3461,21
3462,3
3463,5
3464,23
3465,27
3466,5
3467,1
3468,15
3469,3
3470,16
3471,5
3472,20
3473,7
3474,4
3475,4
3476,27
3477,25
3478,21
3479,3
3480,22
3481,14
3482,8
3483,14
3484,10
3485,3
3486,28
3487,30
3488,31
3489,31
3490,3
3491,0
3492,18
3493,2
3494,11
3495,3
3496,22
3497,24
3498,26
3499,12
3500,2
3501,6
3502,11
3503,21
3504,5
3505,12
3506,19
3507,30
3508,13
3509,19
3510,22
3511,27
3512,24
3513,7
3514,16
3515,13
3516,19
3517,28
3518,4
3519,4
3520,8
3521,30
3522,28
3523,8
3524,31
3525,0
3526,0
3527,1
3528,24
3529,19
3530,14
3531,3
3532,28
3533,1
3534,30
3535,25
3536,27
3537,18
3538,6
3539,25
3540,6
3541,10
3542,17
3543,14
3544,24
3545,29
3546,30
3547,23
3548,0
3549,18
3550,6
3551,21
3552,0
3553,30
3554,3
3555,31
3556,28
3557,1
3558,27
3559,8
3560,8
3561,11
3562,29
3563,14
3564,14
3565,1
3566,24
3567,30
3568,12
3569,14
3570,16
3571,30
3572,29
3573,0
3574,2
3575,14
3576,18
3577,12
3578,24
3579,12
3580,12
3581,12
3582,29
3583,21
3584,13
3585,21
3586,16
3587,21
3588,6
3589,24
3590,0
3591,25
3592,22
3593,24
3594,19
3595,23
3596,10
3597,10
3598,4
3599,1
3600,19
3601,28
3602,8
3603,3
3604,24
3605,9
3606,27
3607,22
3608,30
3609,16
3610,24
3611,2
3612,4
3613,28
3614,25
3615,13
3616,24
3617,1
3618,14
3619,18
3620,16
3621,22
3622,21
3623,27
3624,12
3625,0
3626,4
3627,27
3628,11
3629,10
3630,16
3631,6
3632,12
3633,4
3634,16
3635,16
3636,22
3637,14
3638,27
3639,6
3640,18
3641,10
3642,30
3643,2
3644,8
3645,24
3646,11
3647,25
3648,3
3649,4
3650,19
3651,0
3652,3
3653,29
3654,14
3655,30
3656,11
3657,22
3658,25
3659,11
3660,6
3661,18
3662,19
3663,28
3664,24
3665,25
3666,16
3667,20
3668,14
3669,12
3670,21
3671,4
3672,8
3673,3
3674,18
3675,15
3676,30
3677,27
3678,9
3679,13
3680,28
3681,11
3682,5
3683,14
3684,4
3685,17
3686,6
3687,1
3688,29
3689,27
3690,11
3691,0
3692,0
3693,5
3694,10
3695,6
3696,24
3697,30
3698,5
3699,1
3700,22
3701,7
3702,6
3703,13
3704,30
3705,19
3706,7
3707,23
3708,26
3709,24
3710,7
3711,17
3712,10
3713,21
3714,2
3715,4
3716,30
3717,1
3718,10
3719,4
3720,0
3721,7
3722,19
3723,10
3724,28
3725,18
3726,13
3727,19
3728,25
3729,30
3730,20
3731,8
3732,25
3733,18
3734,4
3735,30
3736,1
3737,4
3738,2
3739,27
3740,1
3741,24
3742,3
3743,25
3744,16
3745,6
3746,31
3747,23
3748,25
3749,4
3750,5
3751,30
3752,15
3753,21
3754,11
3755,28
3756,11
3757,3
3758,4
3759,16
3760,21
3761,4
3762,6
3763,5
3764,28
3765,11
3766,16
3767,19
3768,21
3769,5
3770,24
3771,18
3772,2
3773,20
3774,21
3775,30
3776,3
3777,26
3778,24
3779,21
3780,27
3781,8
3782,6
3783,14
3784,8
3785,31
3786,4
3787,16
3788,26
3789,0
3790,16
3791,30
3792,20
3793,12
3794,1
3795,5
3796,11
3797,6
3798,27
3799,30
3800,24
3801,1
3802,9
3803,0
3804,25
3805,25
3806,7
3807,8
3808,6
3809,18
3810,8
3811,13
3812,31
3813,19
3814,31
3815,6
3816,30
3817,0
3818,5
3819,26
3820,13
3821,28
3822,5
3823,25
3824,27
3825,24
3826,19
3827,0
3828,17
3829,0
3830,30
3831,27
3832,25
3833,13
3834,30
3835,16
3836,30
3837,0
3838,30
3839,18
